feature_combination,features,feature_count,label,model,train_samples,test_samples,PLCC,SRCC,KRCC,RMSE
level2_U2,"U2_1, U2_2, U2_3, U2_4, U2_5...",128,SR,decision_tree_regressor,800,200,0.4839355832808509,0.4761192069779372,0.3343006038788829,0.6394445491805095
combined_S1_V1_S2_V2,"S1_1, S1_2, S1_3, S1_4, S1_5...",768,S,decision_tree_regressor,800,200,0.7125970999093643,0.6987803863886612,0.509063543359078,0.5710532277163051
combined_U1_S1_V1_U2_S2_V2,"U1_1, U1_2, U1_3, U1_4, U1_5...",1152,U,decision_tree_regressor,800,200,0.6821663910569801,0.6712422127592547,0.493138360604395,0.5794352181391567
level1_U1_S1_V1,"U1_1, U1_2, U1_3, U1_4, U1_5...",768,O,decision_tree_regressor,800,200,0.6983778683871316,0.6624995206666305,0.4892521034874224,0.7885887528499326
level2_U2_V2,"U2_1, U2_2, U2_3, U2_4, U2_5...",256,TSV,extra_trees_regressor,800,200,0.8043282353343747,0.7611924404657386,0.5722695844088056,0.4039534740453141
combined_U1_V1_U2_V2,"U1_1, U1_2, U1_3, U1_4, U1_5...",768,B,extra_trees_regressor,800,200,0.6761944373022428,0.6102206007914653,0.4361253693815254,0.6230500939840482
level1_U1_V1,"U1_1, U1_2, U1_3, U1_4, U1_5...",512,SR,extra_trees_regressor,800,200,0.6760378005035826,0.6677589513619187,0.4871305441202775,0.5308310946417163
level2_U2_V2,"U2_1, U2_2, U2_3, U2_4, U2_5...",256,S,extra_trees_regressor,800,200,0.7922467191416463,0.7833854221748414,0.5807327008689888,0.4919307623894105
combined_U1_V1_U2_V2,"U1_1, U1_2, U1_3, U1_4, U1_5...",768,U,extra_trees_regressor,800,200,0.7619320045497477,0.745785098554559,0.5524875517351628,0.5308883141551712
combined_V1_V2,"V1_1, V1_2, V1_3, V1_4, V1_5...",384,O,extra_trees_regressor,800,200,0.7897201057052722,0.7689027761422991,0.5839347476504595,0.6898376916195402
level2_U2_S2_V2,"U2_1, U2_2, U2_3, U2_4, U2_5...",384,TSV,gradient_boosting_regressor,800,200,0.8350064237870259,0.8041643605616756,0.6223689520866794,0.3651278320615065
level2_U2_V2,"U2_1, U2_2, U2_3, U2_4, U2_5...",256,B,gradient_boosting_regressor,800,200,0.7318009859101526,0.6789812427945069,0.490552847880722,0.5585837155865789
combined_U1_S1_V1_U2_S2_V2,"U1_1, U1_2, U1_3, U1_4, U1_5...",1152,SR,gradient_boosting_regressor,800,200,0.6766199768064025,0.6402623283435115,0.4587774350507381,0.5038601206665294
level1_U1_V1,"U1_1, U1_2, U1_3, U1_4, U1_5...",512,S,gradient_boosting_regressor,800,200,0.8203443513760845,0.810148361320532,0.6121915681884754,0.4508631794869607
combined_U1_S1_V1_U2_S2_V2,"U1_1, U1_2, U1_3, U1_4, U1_5...",1152,U,gradient_boosting_regressor,800,200,0.7885765880535126,0.7902380267078225,0.592626396080088,0.4897782573117926
combined_U1_V1_U2_V2,"U1_1, U1_2, U1_3, U1_4, U1_5...",768,O,gradient_boosting_regressor,800,200,0.8402629383352549,0.8341222381822925,0.6434696431312262,0.6007686455946686
combined_S1_V1_S2_V2,"S1_1, S1_2, S1_3, S1_4, S1_5...",768,TSV,graph_neural_network,800,200,0.8447250709268106,0.8167057439056122,0.6283044193416886,0.3674364577580273
combined_U1_S1_V1_U2_S2_V2,"U1_1, U1_2, U1_3, U1_4, U1_5...",1152,B,graph_neural_network,800,200,0.7335534319148763,0.6895783820230412,0.5060747584156781,0.5634467295151777
combined_U1_S1_V1_U2_S2_V2,"U1_1, U1_2, U1_3, U1_4, U1_5...",1152,SR,graph_neural_network,800,200,0.7188268665519304,0.7130806403265757,0.5235270883868494,0.4852959090518532
combined_U1_V1_U2_V2,"U1_1, U1_2, U1_3, U1_4, U1_5...",768,S,graph_neural_network,800,200,0.8684883205129926,0.860291652510294,0.6657620994385914,0.4138275652804963
combined_U1_S1_U2_S2,"U1_1, U1_2, U1_3, U1_4, U1_5...",768,U,graph_neural_network,800,200,0.8292330474631997,0.8179337280135426,0.6170718576736142,0.4616633772084318
combined_U1_S1_V1_U2_S2_V2,"U1_1, U1_2, U1_3, U1_4, U1_5...",1152,O,graph_neural_network,800,200,0.8552082279391221,0.8414567650612784,0.6531239505064856,0.5899092167939294
combined_S1_V1_S2_V2,"S1_1, S1_2, S1_3, S1_4, S1_5...",768,TSV,mlp_regressor,800,200,0.839405730288247,0.817265272161971,0.6229725589261719,0.3751495233530312
combined_U1_S1_U2_S2,"U1_1, U1_2, U1_3, U1_4, U1_5...",768,B,mlp_regressor,800,200,0.7082503166268803,0.6844838343418262,0.4924678887908789,0.6016579411712878
combined_U1_S1_V1_U2_S2_V2,"U1_1, U1_2, U1_3, U1_4, U1_5...",1152,SR,mlp_regressor,800,200,0.6752461377783572,0.6614880022591418,0.4842147988613532,0.5414569024394046
level1_S1_V1,"S1_1, S1_2, S1_3, S1_4, S1_5...",512,S,mlp_regressor,800,200,0.8468942741593133,0.8383175866780928,0.6424443447481095,0.4465610431825697
combined_S1_V1_S2_V2,"S1_1, S1_2, S1_3, S1_4, S1_5...",768,U,mlp_regressor,800,200,0.8241541697662879,0.8252952973228541,0.6241137601902677,0.4732464830947789
combined_S1_V1_S2_V2,"S1_1, S1_2, S1_3, S1_4, S1_5...",768,O,mlp_regressor,800,200,0.8279204711070421,0.8208812383334719,0.6338153357559667,0.6142543992970653
level2_U2_V2,"U2_1, U2_2, U2_3, U2_4, U2_5...",256,TSV,random_forest_regressor,800,200,0.8075296362045823,0.76800578454183,0.5800158721822922,0.3988694523337336
combined_U1_V1_U2_V2,"U1_1, U1_2, U1_3, U1_4, U1_5...",768,B,random_forest_regressor,800,200,0.6783290736765049,0.6184317335161797,0.4429792000073502,0.6201315113528015
combined_U1_V1_U2_V2,"U1_1, U1_2, U1_3, U1_4, U1_5...",768,SR,random_forest_regressor,800,200,0.6748147116244049,0.6666751669517389,0.482405025942021,0.5295174495565349
combined_U1_V1_U2_V2,"U1_1, U1_2, U1_3, U1_4, U1_5...",768,S,random_forest_regressor,800,200,0.7922790358276893,0.7829421607608599,0.5804311781790257,0.4882591544018424
combined_U1_V1_U2_V2,"U1_1, U1_2, U1_3, U1_4, U1_5...",768,U,random_forest_regressor,800,200,0.7516247737596136,0.7352988937136539,0.5416229021380401,0.5368279110818173
combined_U1_V1_U2_V2,"U1_1, U1_2, U1_3, U1_4, U1_5...",768,O,random_forest_regressor,800,200,0.7944076203662759,0.77774260984674,0.5887619013380893,0.6831570599552544
combined_U1_V1_U2_V2,"U1_1, U1_2, U1_3, U1_4, U1_5...",768,TSV,ridge_regressor,800,200,0.855000197490311,0.8238108527159173,0.6365537128147521,0.3624347472806608
combined_U1_S1_V1_U2_S2_V2,"U1_1, U1_2, U1_3, U1_4, U1_5...",1152,B,ridge_regressor,800,200,0.7224447646344464,0.6724412897272936,0.4865211828067074,0.5666108671061129
level1_U1_S1_V1,"U1_1, U1_2, U1_3, U1_4, U1_5...",768,SR,ridge_regressor,800,200,0.6818511845336406,0.6838634626805199,0.5006032980753069,0.5096944019464958
combined_U1_V1_U2_V2,"U1_1, U1_2, U1_3, U1_4, U1_5...",768,S,ridge_regressor,800,200,0.8525491929956497,0.8440972355040518,0.6453590640844197,0.432203495378612
combined_U1_S1_V1_U2_S2_V2,"U1_1, U1_2, U1_3, U1_4, U1_5...",1152,U,ridge_regressor,800,200,0.8212417765334776,0.8102338940319436,0.6090239690831528,0.4643591968528938
combined_U1_V1_U2_V2,"U1_1, U1_2, U1_3, U1_4, U1_5...",768,O,ridge_regressor,800,200,0.8485125464965677,0.835318533342532,0.6326085473340594,0.60348453352119
combined_U1_S1_V1_U2_S2_V2,"U1_1, U1_2, U1_3, U1_4, U1_5...",1152,TSV,svr_regressor,800,200,0.8797425683159538,0.8574215500670616,0.6746815448426923,0.3157542616105456
combined_U1_S1_V1_U2_S2_V2,"U1_1, U1_2, U1_3, U1_4, U1_5...",1152,B,svr_regressor,800,200,0.7388328159402618,0.7134481981095112,0.5197824196673276,0.5555406659097089
combined_U1_S1_V1_U2_S2_V2,"U1_1, U1_2, U1_3, U1_4, U1_5...",1152,SR,svr_regressor,800,200,0.7553785960664458,0.7570065349747316,0.5663583808110471,0.4486816790962537
level1_U1_S1_V1,"U1_1, U1_2, U1_3, U1_4, U1_5...",768,S,svr_regressor,800,200,0.8935305653917042,0.8857180572402232,0.6965174138148308,0.3628520464986973
combined_U1_S1_V1_U2_S2_V2,"U1_1, U1_2, U1_3, U1_4, U1_5...",1152,U,svr_regressor,800,200,0.8609856495313333,0.8571461788602182,0.6634478156761469,0.4135739494749827
combined_S1_V1_S2_V2,"S1_1, S1_2, S1_3, S1_4, S1_5...",768,O,svr_regressor,800,200,0.8801942955100325,0.8720399195778473,0.6855061064943351,0.5209594274043742
combined_S1_V1_S2_V2,"S1_1, S1_2, S1_3, S1_4, S1_5...",768,TSV,xgboost_regressor,800,200,0.8363090187050014,0.8116767399392766,0.6286062227614349,0.3645672032969166
level2_U2_V2,"U2_1, U2_2, U2_3, U2_4, U2_5...",256,B,xgboost_regressor,800,200,0.7219784618463886,0.6643681718396439,0.4801713103151345,0.5704875916375246
combined_U1_V1_U2_V2,"U1_1, U1_2, U1_3, U1_4, U1_5...",768,SR,xgboost_regressor,800,200,0.6788594759396647,0.6684527233891963,0.4839131700414645,0.5034798587333783
combined_U1_V1_U2_V2,"U1_1, U1_2, U1_3, U1_4, U1_5...",768,S,xgboost_regressor,800,200,0.8308709825141184,0.8268722919617505,0.6262626270534214,0.4434664203835972
combined_U1_V1_U2_V2,"U1_1, U1_2, U1_3, U1_4, U1_5...",768,U,xgboost_regressor,800,200,0.7954557868869345,0.7799970825051389,0.5858862893855769,0.4896270919266161
combined_U1_V1_U2_V2,"U1_1, U1_2, U1_3, U1_4, U1_5...",768,O,xgboost_regressor,800,200,0.836656621769679,0.8300105829669739,0.6361283468979559,0.6041601026821868
