feature_combination,features,feature_count,label,model,train_samples,test_samples,PLCC,SRCC,KRCC,RMSE
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,TSV,graph_neural_network,800,200,0.7680523440044352,0.7275854933039801,0.5379645956976511,0.4614770377711399
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,B,mlp_regressor,800,200,0.6097351011516132,0.5864775483325168,0.4173781267873577,0.6697870185546391
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,B,ridge_regressor,800,200,0.6223593197260389,0.5613821004864612,0.39338971959697105,0.6514457647877889
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,B,decision_tree_regressor,800,200,0.42269585707061597,0.38859612548217964,0.26851512647420495,0.7867928811474657
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,B,random_forest_regressor,800,200,0.6119965441109265,0.5407661341999191,0.37847255882311714,0.6644248963052355
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,B,extra_trees_regressor,800,200,0.6189594378776143,0.5409161503271634,0.3762551430324092,0.6636526974301163
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,B,gradient_boosting_regressor,800,200,0.6298596709364445,0.5710206366619047,0.4117337956837373,0.637391953770497
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,B,adaboost_regressor,800,200,0.6414985047226257,0.5646791926546121,0.4044323024188452,0.6624812241977034
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,B,svr_regressor,800,200,0.6723618997345905,0.6290843787117946,0.45235282130443405,0.604631260709219
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,B,xgboost_regressor,800,200,0.6424119304704279,0.5968751661118162,0.43572220287412394,0.632089893756882
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,B,catboost_regressor,800,200,0.650957472671271,0.6059046368106481,0.43380716196396707,0.6258523529161323
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,B,graph_neural_network,800,200,0.632838386288857,0.5704648269104647,0.40014275859594545,0.6477475848650804
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,SR,mlp_regressor,800,200,0.5499976326823888,0.5239966369051594,0.3689925896638635,0.6312639064392123
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,SR,ridge_regressor,800,200,0.5890031064631416,0.5834615249167086,0.41353311206743065,0.5583998285997307
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,SR,decision_tree_regressor,800,200,0.4042804907057218,0.37282158428613693,0.2581371036101519,0.687387148572131
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,SR,random_forest_regressor,800,200,0.6536258920494277,0.6438961937188199,0.4608888367899591,0.5466604705804103
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,SR,extra_trees_regressor,800,200,0.6648000574576256,0.663517566697859,0.4819023112422065,0.549689534181304
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,SR,gradient_boosting_regressor,800,200,0.6347949171988845,0.6174623544438207,0.44078024879737804,0.529091061213787
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,SR,adaboost_regressor,800,200,0.6276315173466291,0.6237689893924181,0.4522205976180216,0.5335764875045865
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,SR,svr_regressor,800,200,0.6630148244565748,0.6544812797955439,0.470641501966361,0.5096817920838149
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,SR,xgboost_regressor,800,200,0.6141426339754233,0.5947598836398554,0.42258197666409214,0.5410331780039103
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,SR,catboost_regressor,800,200,0.6160977200623866,0.6050097090720464,0.43494875827952956,0.5364620307291249
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,SR,graph_neural_network,800,200,0.642263598423718,0.642902412166233,0.46028557915018176,0.5411049531617285
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,S,mlp_regressor,800,200,0.7781054244754577,0.7684397873247397,0.5681692554538584,0.539626706709355
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,S,ridge_regressor,800,200,0.7908286679043675,0.7848052087343457,0.5864616319782883,0.5082450032754967
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,S,decision_tree_regressor,800,200,0.5328865244349356,0.5187069885803216,0.36384987020760506,0.6955010637101731
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,S,random_forest_regressor,800,200,0.764500776921077,0.7548524374504767,0.5564098705452963,0.5187273409730453
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,S,extra_trees_regressor,800,200,0.7577918495290449,0.7478862580713557,0.5496758638027863,0.5259868530385035
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,S,gradient_boosting_regressor,800,200,0.8054429071294259,0.8026601684995648,0.6006331984065554,0.47446731669336956
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,S,adaboost_regressor,800,200,0.7997381197251987,0.7958214907468919,0.5893543557898522,0.4817359763360558
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,S,svr_regressor,800,200,0.8375946686547184,0.831577913131497,0.6289763312630896,0.4343160527778252
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,S,xgboost_regressor,800,200,0.8115155076529411,0.8034251881988221,0.6045529933760762,0.46523847098591853
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,S,catboost_regressor,800,200,0.7961409873256594,0.7871130181604391,0.5867631546682515,0.47706377324697474
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,S,graph_neural_network,800,200,0.816073187484937,0.8085035689671283,0.606663652205818,0.4910175824627394
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,U,mlp_regressor,800,200,0.6736227783129836,0.6805795202515916,0.48569007643433465,0.6188807549569533
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,U,ridge_regressor,800,200,0.7208016051257583,0.7199187265963084,0.5250241319202139,0.5635394220158056
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,U,decision_tree_regressor,800,200,0.43341102050009606,0.3963149845465236,0.28168933740414814,0.728697146494766
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,U,random_forest_regressor,800,200,0.7178483931034113,0.7039940358601593,0.5157690600411835,0.5687436705982433
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,U,extra_trees_regressor,800,200,0.7124905865687136,0.6982832881555133,0.5118457143533336,0.5763193384781616
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,U,gradient_boosting_regressor,800,200,0.7202292988738216,0.7035897683249867,0.5162720530780872,0.5464804205560088
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,U,adaboost_regressor,800,200,0.7313577309939472,0.729289519235292,0.5389982109325587,0.5410198851144239
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,U,svr_regressor,800,200,0.7750498102761819,0.7725252584135075,0.571701885744889,0.5031797637070886
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,U,xgboost_regressor,800,200,0.7499192166433782,0.7421609413561288,0.5501737837654052,0.5240212697520984
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,U,catboost_regressor,800,200,0.7368450476216305,0.739559078499888,0.543836071500417,0.534360052617667
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,U,graph_neural_network,800,200,0.7532144145903893,0.7543804713803065,0.5577186793189626,0.5316595376223738
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,O,mlp_regressor,800,200,0.7147502984335704,0.7006314488941461,0.5104212196159317,0.8291326839285904
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,O,ridge_regressor,800,200,0.7557843699988409,0.7351357514343717,0.5335513310358242,0.7592774624812695
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,O,decision_tree_regressor,800,200,0.5867365091320026,0.5639928105053774,0.40117872125019943,0.9314569791542828
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,O,random_forest_regressor,800,200,0.726092778451915,0.7111048442656728,0.524098155064216,0.7627512434720808
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,O,extra_trees_regressor,800,200,0.723966103370319,0.7057848934370966,0.5218857096240522,0.7688127407683285
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,O,gradient_boosting_regressor,800,200,0.7739580815253503,0.760367453933192,0.5652295271108942,0.6905738614820116
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,O,adaboost_regressor,800,200,0.7307528037760644,0.7325074854547593,0.542663043839787,0.7425748604571786
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,O,svr_regressor,800,200,0.7940327587657855,0.7871892164569074,0.5867505873015768,0.6649190130441444
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,O,xgboost_regressor,800,200,0.7724980666735808,0.7608489721105424,0.5615085961433463,0.6997824557553799
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,O,catboost_regressor,800,200,0.7717524754149632,0.7565385593921119,0.5620114246524744,0.691072537680508
level1_U1,"U1_1, U1_2, U1_3, U1_4, U1_5...",256,O,graph_neural_network,800,200,0.7554934012000876,0.746875944627619,0.5460214780622009,0.755714252084984
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,TSV,mlp_regressor,800,200,0.8087883377941789,0.7684588074196325,0.5835369120793314,0.403225133551099
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,TSV,ridge_regressor,800,200,0.7994715129061807,0.7512221869646952,0.5669377239932889,0.4023420518117516
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,TSV,decision_tree_regressor,800,200,0.6748789987340698,0.5941527250263863,0.4281470589453125,0.5278238281359842
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,TSV,random_forest_regressor,800,200,0.7506059993355836,0.6867069289231875,0.5102992822209136,0.4417322259508662
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,TSV,extra_trees_regressor,800,200,0.7456519499468066,0.6738302786481619,0.4969193306121641,0.4457229721368438
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,TSV,gradient_boosting_regressor,800,200,0.7836576014970866,0.739357337785954,0.5574812168412404,0.41342041510484784
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,TSV,adaboost_regressor,800,200,0.7846443388925293,0.7346567574251771,0.555426869984126,0.4120583170124402
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,TSV,svr_regressor,800,200,0.8128053883600205,0.771458208890382,0.5921886101120566,0.38908849717203103
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,TSV,xgboost_regressor,800,200,0.7882423742546708,0.7434367937998091,0.5627124761168417,0.4088536929436119
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,TSV,catboost_regressor,800,200,0.7890478021081683,0.7447126082288527,0.5649257011949808,0.40826702945413396
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,TSV,graph_neural_network,800,200,0.7657638597601826,0.7069226998261912,0.5310231170434878,0.44964291179980664
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,B,mlp_regressor,800,200,0.6565273025537611,0.6205762140551364,0.4432815748879013,0.6164908509850767
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,B,ridge_regressor,800,200,0.6568463096191858,0.6070387587326147,0.430481038277905,0.616199225166155
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,B,decision_tree_regressor,800,200,0.5480010810325296,0.5211479784063168,0.36767464258034555,0.7167648138894835
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,B,random_forest_regressor,800,200,0.5683820152156602,0.5231827439256198,0.36355539804926323,0.6726805128781687
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,B,extra_trees_regressor,800,200,0.5517113754332882,0.5149911132974471,0.3589189832141465,0.6818096845192689
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,B,gradient_boosting_regressor,800,200,0.6373025104365079,0.608429408232169,0.4367301191426276,0.6273567289003552
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,B,adaboost_regressor,800,200,0.646917120582172,0.6161955383521093,0.44712029734884007,0.6372572673294096
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,B,svr_regressor,800,200,0.6672306052103492,0.6214823114636918,0.4460029488128611,0.6082855154484234
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,B,xgboost_regressor,800,200,0.647150646848621,0.603985930543194,0.4348150782324707,0.6183770796872228
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,B,catboost_regressor,800,200,0.6457409405453242,0.5929394930135632,0.42735649784554375,0.6192710140199479
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,B,graph_neural_network,800,200,0.6444822257276063,0.6003532900219744,0.42846520574089775,0.6267853543802363
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,SR,mlp_regressor,800,200,0.6137703592932882,0.5958834193121386,0.4271064089624229,0.5551776857818191
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,SR,ridge_regressor,800,200,0.6141945750997846,0.578432615248712,0.4167504861462436,0.554886239455553
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,SR,decision_tree_regressor,800,200,0.40485964506041766,0.38328397445921353,0.26796077213197506,0.6711675142933661
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,SR,random_forest_regressor,800,200,0.5500098157051088,0.5222910827537763,0.3677860743843086,0.575956263382577
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,SR,extra_trees_regressor,800,200,0.5220739509056265,0.504915281071677,0.3534084339696131,0.5833306740639759
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,SR,gradient_boosting_regressor,800,200,0.5946013379280674,0.5697893408245522,0.40327773219121427,0.5519747180190467
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,SR,adaboost_regressor,800,200,0.5225380049959344,0.4935030162945278,0.34601965621933084,0.5875786196708105
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,SR,svr_regressor,800,200,0.6539730995756149,0.6386107759066839,0.4651116402684012,0.5308154773876365
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,SR,xgboost_regressor,800,200,0.5580277549603544,0.518393959020009,0.365272500885236,0.5648783333570915
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,SR,catboost_regressor,800,200,0.5938478968646906,0.5735492102004904,0.4055902198103611,0.5486156467269643
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,SR,graph_neural_network,800,200,0.4558572654388549,0.4493910181750651,0.3102755127255266,0.6153733709114887
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,S,mlp_regressor,800,200,0.7897706733325829,0.7800950874487212,0.5815367613755571,0.49920056332645435
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,S,ridge_regressor,800,200,0.7739037123038167,0.7565174803253312,0.5585205293750382,0.5107896455987317
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,S,decision_tree_regressor,800,200,0.6843548979516995,0.6585053726948273,0.48871954348322993,0.6121501758241519
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,S,random_forest_regressor,800,200,0.733181952170892,0.7264402058355046,0.5287702906320094,0.5347699329844496
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,S,extra_trees_regressor,800,200,0.7293465696737177,0.7188447602527788,0.523443389775994,0.5376255007948081
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,S,gradient_boosting_regressor,800,200,0.7445477455012908,0.7377287465154302,0.5392230772173978,0.5253390277754202
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,S,adaboost_regressor,800,200,0.7021636135907534,0.6920804719674346,0.4970266101832344,0.5627282855533058
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,S,svr_regressor,800,200,0.7995643735574819,0.7859017369699481,0.5961103580571083,0.48497125519351414
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,S,xgboost_regressor,800,200,0.7396750306304689,0.7356518439044738,0.5374776994937494,0.5296061692339181
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,S,catboost_regressor,800,200,0.7451122832391844,0.736339710747759,0.5354037898111982,0.523538045512279
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,S,graph_neural_network,800,200,0.732529221209688,0.7117353271848753,0.5163073527802,0.5423158206330474
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,U,mlp_regressor,800,200,0.7578129763202058,0.7416291682903823,0.5497713893358821,0.5154827136630202
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,U,ridge_regressor,800,200,0.7426601575561762,0.7330877978069954,0.5379007536649518,0.5253868881585539
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,U,decision_tree_regressor,800,200,0.5725495281700042,0.4850115168248319,0.3475357167054671,0.6662413976293408
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,U,random_forest_regressor,800,200,0.6887150526706326,0.6590295855195345,0.47874877252506187,0.5661895934866252
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,U,extra_trees_regressor,800,200,0.6793565454755724,0.6455665015559946,0.4681859187500815,0.5723098648538917
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,U,gradient_boosting_regressor,800,200,0.7014527817333499,0.674970776971405,0.4909212040181345,0.5554076947016725
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,U,adaboost_regressor,800,200,0.671007106547218,0.6581692094344094,0.47382048309094765,0.5803337098445929
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,U,svr_regressor,800,200,0.7387299629423674,0.7222145761791716,0.5323678302590097,0.5263435258553173
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,U,xgboost_regressor,800,200,0.7085623681551301,0.6868115405665248,0.5003774731119264,0.5521242271045154
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,U,catboost_regressor,800,200,0.7278111445865074,0.7020169501037308,0.518988215477368,0.5369299931134967
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,U,graph_neural_network,800,200,0.7102358282426201,0.6826083582527825,0.4986672967864534,0.5517459610136383
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,O,mlp_regressor,800,200,0.7886045616192484,0.7728951768557507,0.5826273935267264,0.6663457318637894
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,O,ridge_regressor,800,200,0.7754229339658922,0.7605879622573991,0.5652295271108942,0.6870376155568134
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,O,decision_tree_regressor,800,200,0.6017995989047961,0.5655371358605443,0.40785888601907955,0.8902008748606988
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,O,random_forest_regressor,800,200,0.7141644117860027,0.6915216049967986,0.5080076427721167,0.7555995542061921
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,O,extra_trees_regressor,800,200,0.7134080249463848,0.6867071732516088,0.5028787919790102,0.756312043524284
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,O,gradient_boosting_regressor,800,200,0.7512153747415449,0.7315254624206937,0.5423917152841632,0.7130207961595707
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,O,adaboost_regressor,800,200,0.7382123376266182,0.7285196911179946,0.5380550324220091,0.7295696028202001
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,O,svr_regressor,800,200,0.7990430804327835,0.7856486583007117,0.59700828888779,0.6508102658986058
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,O,xgboost_regressor,800,200,0.75997911466906,0.7525996929209215,0.5634837853908683,0.7036387615412893
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,O,catboost_regressor,800,200,0.7507747179386449,0.7234540604495876,0.5366688677924184,0.7144948341713436
level1_S1,"S1_1, S1_2, S1_3, S1_4, S1_5...",256,O,graph_neural_network,800,200,0.7171181336009624,0.6998206682871123,0.5159523332163407,0.799903408488555
level1_V1,"V1_1, V1_2, V1_3, V1_4, V1_5...",256,TSV,mlp_regressor,800,200,0.7285213880163204,0.6688455269165787,0.49219107703613985,0.48259107608516466
level1_V1,"V1_1, V1_2, V1_3, V1_4, V1_5...",256,TSV,ridge_regressor,800,200,0.7916819749434276,0.7647513701928471,0.5758912254457604,0.41363974849681273
level1_V1,"V1_1, V1_2, V1_3, V1_4, V1_5...",256,TSV,decision_tree_regressor,800,200,0.6577001332077163,0.5897869085393951,0.423818853255787,0.538784989584143
level1_V1,"V1_1, V1_2, V1_3, V1_4, V1_5...",256,TSV,random_forest_regressor,800,200,0.778448421291445,0.7341648255623983,0.5543625815038628,0.42091562923760284
level1_V1,"V1_1, V1_2, V1_3, V1_4, V1_5...",256,TSV,extra_trees_regressor,800,200,0.7837199421667524,0.7404501429729712,0.5604992510387028,0.41726991712765704
level1_V1,"V1_1, V1_2, V1_3, V1_4, V1_5...",256,TSV,gradient_boosting_regressor,800,200,0.8019790872562534,0.7644228536026525,0.5771990402646606,0.3961138435881811
level1_V1,"V1_1, V1_2, V1_3, V1_4, V1_5...",256,TSV,adaboost_regressor,800,200,0.798661291757663,0.7675215668976156,0.5822568277573612,0.40394648306380854
level1_V1,"V1_1, V1_2, V1_3, V1_4, V1_5...",256,TSV,svr_regressor,800,200,0.8416670474580645,0.8109282021378744,0.6242803737450722,0.3585120759659411
level1_V1,"V1_1, V1_2, V1_3, V1_4, V1_5...",256,TSV,xgboost_regressor,800,200,0.7938011330618946,0.7545433546847449,0.5686479433718509,0.4033660916232899
level1_V1,"V1_1, V1_2, V1_3, V1_4, V1_5...",256,TSV,catboost_regressor,800,200,0.815674416037014,0.7767572264924939,0.5877621599557786,0.3849731208890443
level1_V1,"V1_1, V1_2, V1_3, V1_4, V1_5...",256,TSV,graph_neural_network,800,200,0.8276146724958063,0.7989508472775595,0.6111016244161536,0.3758348335481816
level1_V1,"V1_1, V1_2, V1_3, V1_4, V1_5...",256,B,mlp_regressor,800,200,0.5909322295301657,0.544643301008547,0.383411348538785,0.6896910984289886
level1_V1,"V1_1, V1_2, V1_3, V1_4, V1_5...",256,B,ridge_regressor,800,200,0.6238606562787222,0.565879583981244,0.40175542462555125,0.6474622925698345
level1_V1,"V1_1, V1_2, V1_3, V1_4, V1_5...",256,B,decision_tree_regressor,800,200,0.48117729006242116,0.4514679758227988,0.31435781561823306,0.7497249667267918
level1_V1,"V1_1, V1_2, V1_3, V1_4, V1_5...",256,B,random_forest_regressor,800,200,0.6474197695705943,0.5814827613759193,0.41586625238460223,0.6349891973684024
level1_V1,"V1_1, V1_2, V1_3, V1_4, V1_5...",256,B,extra_trees_regressor,800,200,0.6542247503899362,0.5836527446565074,0.4144551696086971,0.6377117855982779
level1_V1,"V1_1, V1_2, V1_3, V1_4, V1_5...",256,B,gradient_boosting_regressor,800,200,0.637738572874552,0.5780743949649296,0.4145559612355475,0.6454803281675052
level1_V1,"V1_1, V1_2, V1_3, V1_4, V1_5...",256,B,adaboost_regressor,800,200,0.6124352461454062,0.5680865033507626,0.4036763594190859,0.6563058427795916
level1_V1,"V1_1, V1_2, V1_3, V1_4, V1_5...",256,B,svr_regressor,800,200,0.6603517193128966,0.6180754452139747,0.44197128373884653,0.6139483049846578
level1_V1,"V1_1, V1_2, V1_3, V1_4, V1_5...",256,B,xgboost_regressor,800,200,0.661483939273655,0.603996431672101,0.43380716196396707,0.6237488245623447
level1_V1,"V1_1, V1_2, V1_3, V1_4, V1_5...",256,B,catboost_regressor,800,200,0.6450139242230105,0.5900141785323001,0.4208050421002701,0.6258619724057645
level1_V1,"V1_1, V1_2, V1_3, V1_4, V1_5...",256,B,graph_neural_network,800,200,0.6377974695771043,0.5922929235051404,0.42453433229373355,0.6321838259268986
level1_V1,"V1_1, V1_2, V1_3, V1_4, V1_5...",256,SR,mlp_regressor,800,200,0.6267357648205736,0.6185791399017845,0.44299219347656194,0.5678008151567026
level1_V1,"V1_1, V1_2, V1_3, V1_4, V1_5...",256,SR,ridge_regressor,800,200,0.6016075239734727,0.6018326081990213,0.4228836054839809,0.546849949723613
level1_V1,"V1_1, V1_2, V1_3, V1_4, V1_5...",256,SR,decision_tree_regressor,800,200,0.4616495828206507,0.44970058169137167,0.30715583414452435,0.650274367542958
level1_V1,"V1_1, V1_2, V1_3, V1_4, V1_5...",256,SR,random_forest_regressor,800,200,0.6438599005197032,0.6286482095949765,0.45455463157229614,0.5429200158830095
level1_V1,"V1_1, V1_2, V1_3, V1_4, V1_5...",256,SR,extra_trees_regressor,800,200,0.6433213857838808,0.629107974192513,0.4561633186117027,0.5419360531637349
level1_V1,"V1_1, V1_2, V1_3, V1_4, V1_5...",256,SR,gradient_boosting_regressor,800,200,0.6352646805253318,0.606518756984352,0.42660369426260836,0.5321678354843372
level1_V1,"V1_1, V1_2, V1_3, V1_4, V1_5...",256,SR,adaboost_regressor,800,200,0.6458609832815617,0.6322115567761538,0.4535958360719799,0.5315237233633252
